Timestamp,Response,Attend,View,Takeaway,Like,Change,Muni,School,Taxes,"How-address",Manual,Other
2019/04/26 9:19:15 AM AST,99,No,No,,"I love the beauty of the land - fields, rivers, forest - in fact, I'm totally in love with it (even the winter).  I love my neighbors and the townspeople (I believe the community cares in CCL).  I love having the Lyme Country Store, PO, The Tavern, Stellas (get in back) and the Lyme Clinic in town.",I would like to have it more affordable......Well here it is:  I am scared I won't be able to stay where I am!  I don't want to move.....my heart is connected to it all,4,,Too high,"My taxes have gone from $3,000 to over $20,000 since I've been here.  I am a happy camper, but can I maintain / sustain higher and higher taxes as a single 73 year old!!!!  (The land is in Land Trust)",035 -,
2019/04/26 9:23:50 AM AST,100,No,Yes,"The tax base of Lyme will not suffer if we allow some development, especially cluster development and housing.","The Library
The school
The store
The Lyme Inn
"," -I would like the town to allow alcohol served at the Academy Building and utilize the space more so exercise classes would pay no rent
- I would like a more friendly and available office of the Select Board. 
- I would like a better summer Rec. program at Post Pond with a higher-paid director
- I would like a more reasonable and helpful Planning Board",5,5,Too high," -Rent the Academy Building more and allow alcohol
- Allow more density for housing
- Allow multiple family dwellings to be built
- Encourage business",036-,"
- Providing more housing that is affordable
- Officer Anthony needs more training and supervision. He seems rigid and unresponsive, hiding behind ""the regulations."" 
- Do we really need two policemen?
- Too much power and land in the hands of too few people. 
- Lyme is getting like a gated community."
2019/04/26 9:24:30 AM AST,101,No,No,,"Small, Rural, People, Open Space, No traffic",Don't try to grow to lower taxes,3,3,Too high,"Reduce road work, don't buy heavy equipment - contract for services.  Don't take loans.",038 - ,"Don't grow to reduce taxes.  It won't work

Municipal - return to old recycling
Schools - too many options
Taxes - keep revenues in check"
2019/04/26 9:29:54 AM AST,102,No,No,," -Rural
- Small
- Slow growth
- No traffic
- Dirt road
- Emphasis on nature and undeveloped spaces
- Our people",Return to prior recycling system (DIY),4,3,Too high," -Consider best options to control school costs without materially disadvantaging the children
- Don't spend so much on the roads. The River Road rebuild was too much. Just have two dead-end roads.",039- ,"
- Learn from the thousands/tens of thousands of towns in America who thought they could lower taxes by growing. You can't! So stay small, be frugal and support each other.
- (Muni services) Would be great if we went back to prior recycling system
- (School services) We have so many options. Do they drive additional cost?
- (Tax too high) They may drive us out of town"
2019/04/26 9:37:12 AM AST,103,Yes,,"My takeaway was that it is virtually impossible to improve Lyme's tax base. Downtown Lyme's infrastructure would not support much development and low cost housing projects are likely to increase the number of children at the school and therefore taxes. The man leading the discussion kept stressing that the high taxes are balanced by high house prices- but we cannot rely on that. In fact, there are a lot of people currently having problems selling their houses in Lyme, perhaps due to high property taxes.
Lyme is a nice town, but the taxes are turning it into a town only for the wealthy, which is sad.",,"Lower property taxes or at least keep them flat. Encourage low-income housing or even a mobile home park, so people on lower incomes do not have to leave town.",4,4,Too high,Make every effort to keep the school budget flat. Do not spend money on unnecessary initiatives.  Campaign for a State income tax.,037--,
2019/04/26 9:38:09 AM AST,104,No,Yes,Important information. The number of resident households in Lyme. We have too much land trust and enough taxable land to support Lyme.,"We like the intimacy, the community, and the natural splendor. We like businesses like the restaurant Ariana's in our village.","We would like to see a community cafe, where people would get together and the profits would go to the village.",3,5,Too high,We would like to see higher taxes on the properties in land trust than what is presently being paid.,041-,"
We should embrace more sensible commercial growth. It was wrong when Mill Gardens was 'blocked' from being located in Lyme village."
2019/04/26 9:48:56 AM AST,105,Yes,No,"That residential development is not likely to reduce taxes - more likely to increase them (as I suspected).  Business development of an appropriate size would be good.  Lyme not attractive or amenable to ""Big"" business (retail, etc.).  School and enrollment is the driver of high taxes.  This is fine with me.","Pretty much everything - people, community, size, rural character, open land.  People chip in and help each other - a large part of government is by unpaid citizen volunteers and that is the way it should be.  Development will change the character and isn't free.",Should be library fines.  Been trying to get a book for quite a while - overdue - and the library won't do anything about it.  Lyme is good the way it is - school gets PLENTY and library.  People who want more should move to Vermont.  Development isn't needed and isn't free.,5,4,Too high,"All day kindergarten was pushed through on a mis-applicable data and is free baby sitting for a select few - that we all to pay for.

Approximately $450,000 was wasted on the River Road fiasco due to steam rolling by a few individuals.  Luckily several wiser heads got more creative and avoided wasting another large sum.",040 - ,"LCDC seems to want to push development as a way to decrease taxes.  This is a chimera.  I have lived in CA, NY and CT.  In all these places taxes skyrocketed mainly due to teacher's unions and increased government union pensions, driving me, my mother, and my sister out of those states!!!  Development costs a lot and does not reduce taxes, unless it is some sort of appropriately sized business.  Conservation land and current use land does not burden the school (eater of tax money), allows people to stay on the land and preserves the rural character we all love and enjoy.

School - costs too much but Jeff does a very good job under tough circumstances.

Taxes - driven by the school - with mandates from others and people moving into town to take advantage of high school choice and then leaving."
2019/04/26 9:50:56 AM AST,106,No,Yes,That controlling or reducing taxes is very hard or impossible,That its growth has been controlled without large scale development.,,5,3,About right,,049 - ,
2019/04/26 9:51:17 AM AST,107,No,No,N/A,"I am 81 years old, living in Lyme on SS. The only reason I can live in Lyme is no montage and a tax abatement.  I moved to Lyme Center in 1974 taxes were $500.  Nothing has been done to the house except kitchen since and taxes are probably $5,000 or close.",,,,,,043 -,
2019/04/26 9:52:17 AM AST,108,No,Yes,"I think we need to advocate for increased State funding for education. Increased State funding for education would help offset the Town's contributions to supporting our school, and our school is  an essential service and a big part of what make Lyme an attractive and successful community. The States current funding  is too low --I'm surprised by how low their pupil funding is.","I love so much about living in Lyme. I love the people and sense of community. I appreciate the Town's community resources like the town forest and other open space and organizations like Community Care of Lyme and the Lyme foundation and community building events like the 4th of July party.I especially appreciate
our school and how it contributes to our community.",I would like continued support for our community resources that contribute to what's so special about Lyme.,5,5,About right,,042--,
2019/04/26 9:54:25 AM AST,109,No,Yes,The video was very helpful and the consultant's report very insightful and useful.,Just about everything,,5,5,About right,continue the effort to modify planning and zoning to encourage limited higher density zoning,045 -,
2019/04/26 9:54:46 AM AST,110,No,Yes,"I came away with the feeling that it will be very difficult to reduce our high tax rate. There appears to be ""no quick fix"" and I found the comment (I can't remember her name, but she spoke very well) at the end to be most helpful in finding a long-term solution. We need to send more of a forceful message to our government in Concord that this is a statewide problem and should be considered as such. If we value our infrastructures within our towns (i.e., the schools and roads, etc) we should find a way (broad-based state tax, probably) to help all our towns pay for these."," -Fabulous outdoor activities
- A really good school
- Interesting and active citizens who care about their town and each other","A more mixed (age & economic) population that celebrates and supports each other (as well as cares for its environment) in a sustainable way (i.e. clustered homes, many of which could be smaller & super energy efficient) so that people who want to (and are able to financially) remain here for a long time into their elder years. ",5,,Too high," -We need a more balanced population, meaning that single people, couples without children, and retired people need to be encouraged to move here.
- Clustered housing (instead of ""spot"" building on large pieces of land all over the hillsides, etc.) and the building of small home (thus, hopefully more affordable) should be encouraged through changes in the zoning regulations. Clustered homes means more efficient road maintenance, police protection, and easier access for fire trucks, delivery trucks, and the possibility for van service for handicapped or older people needing transportation. Families (I raised my family here!) need to be encouraged too, but not at the expense of having to enlarge the school, hire a number of new staff, etc.",044-,"
We need, as a town and individuals, to communicate with our state government and let them know that it may become necessary soon to implement a broad-based tax to help pay for our school and maybe help more with road repairs, etc."
2019/04/26 9:54:52 AM AST,111,No,Yes,The importance of high quality schools.  Our aging population.  Not much to be done so far as reducing taxes.,"Small but active community.  People cared about each other.  Open space, trails, peace and quiet.",Nothing,5,5,About right,Taxes are about right unfortunately,050 - ,
2019/04/26 9:57:12 AM AST,112,Yes,Yes,Commercial development id difficult.  Residential development is a break-even at best regarding our taxes.,"Community, small, right sized, not over-developed",Paved roads,4,3,About right,,053 - ,
2019/04/26 9:57:30 AM AST,113,Yes,Yes,There are not many good options for revenue producing projects/development.,Beautiful central Green.  Great open spaces.,I'd like to see taxes [rate of growth] go down.,5,2,Too high,Limit the school budget,051- ,Consolidate Town and school budget meetings
2019/04/26 9:58:28 AM AST,114,No,No,,Very rural and open,Protect more open space,5,5,About right,,054 - ,
2019/04/26 9:59:28 AM AST,115,Yes,No,That Lyme cannot build its way out of its tax problem,"My husband and I chose to live in Lyme because we love the small, bucolic setting. We appreciate how quiet Lyme is, and marvel at the trees, greenery, and all of its beauty every day. If Lyme was to entertain commercial development like Hanover or certainly Lebanon, I/we would probably move.",Paved roads,4,5,Too high,Hold the school budget flat for the next three years.,052- ,"High speed internet
Side note to first question: Why doesn't a member of LCDC like Nantucket? I feel Nantucket is a wonderful community town"
2019/04/26 10:02:47 AM AST,116,No,No,,Classic New England small town,Be more receptive to quality business development. Eg: we should have welcomed Mill Garden nursery and Brett Ryan's development on Route 10 considering the business it replaced.,4,2,Too high,"The school budget has grown way too fast. It has more than doubled in the last 10-12 years, with little increase in the enrollment. Needs more oversight from non-parent taxpayers.",057-,"
Why do we need two policemen?
(Muni services) The road crew is great."
2019/04/26 10:02:55 AM AST,117,No,Yes,That as a 60+ person I am screwed if I want to retire here in Lyme in my home.  That we have some real jerks in this town that attend meeting,Small and rural,More business development.  Less busibody-ness,3,3,Too high,Lower school tax significantly for people with no children.  Let people who use school system pay for it.,056 - ,"Stop extravagant spending on new town buildings.

Municipal - very satisfied with Mr. Williams care of roads. "
2019/04/26 10:04:36 AM AST,118,No,No,,"Open spaces, rural, no traffic lights, great restaurants, sense of community, scale, conservation, quiet, The Skiway",,5,3,Too high,,059 - ,
2019/04/26 10:05:13 AM AST,119,No,Yes,The video was well done.  And I was impressed with the judiciousness of the consultant's presentation as well as the comprehensive effort to look at interlocking and overlapping issues.  I detected no bias.,"It's scenic beauty, of course.  But it's outstanding quality, it seems to me is the vital sense of community.  Lymies communicate with each other and look out for each other.  Lyme politicians look for solutions rather than posturing and confronting each other.","I would like to see more diversity both culturally and economically, as well as more affordable options for older people who want to stay in the community and younger people who need homes they can afford.  See below.
",5,5,About right,I do feel that Lyme's zoning and planning regulations have tipped the balance between conservation and development a little too far towards conservation land.  Lyme does need some more carefully planned high-density affordable housing in the village.,046- ,"Given our collective commitment to recycling and waste reduction, the town should review the current arrangement to see whether it could be improved upon."
2019/04/26 10:05:36 AM AST,120,No,Yes,,"Peaceful, neighborly community","1. Improve cellular/internet access
2. Bring in business that is low traffic volume eg. Architect Design",3,5,About right,,058-,"
Need to spend more on road infrastructure BEFORE problems arise. Road crew do a great job grading etc. after a problem arises, doing maintenance."
2019/04/26 10:06:20 AM AST,121,No,,,"Large house lots, nice people, people who care, beautiful town and surroundings",Nothing!,5,4,,,060 - ,
2019/04/26 10:12:04 AM AST,122,No,No,could not access the video,Its rural character and proximity to Hanover/Lebanon,"No junk on the town green (a flexible space for public gatherings).  Do not like to see xmas trees, ""pond"" or parking across from the Lyme Country Store which is using public space for a private use/profit.",5,5,,The State of NH should assist Education Funding via an Income Tax.,061 - ,"Climate change, public transportation, renewable energy, shared resources - water, agricultural land"
2019/04/26 10:13:35 AM AST,123,No,No,,Rural and undeveloped,Preservation of open spaces,5,5,About right,,062 -,
2019/04/26 10:13:41 AM AST,124,Yes,Yes,"There are NO reasonable solutions to reducing Lyme's tax impact. Unfortunately, some community members were unnecessarily hostile and arrogant in their commentary directed towards the consultants. Admittedly the message/conclusion was not what they wanted to hear but directing their anger towards the messenger was in appropriate and embarassing.","Community, size, school system, rural character, mixed socioeconomic demographics","Property taxes. Will keep young families from moving in and retirees/elders from staying, Maintaining a diverse demographic in Lyme should be a priority.",5,5,Too high,Really not sure--No viable solutions as outlined in the consultant reports and the school budget seems sacrosanct.,055--,Maintaining socioeconomic diversity.
2019/04/26 10:16:16 AM AST,125,No,Yes,"The tax situation is complicated.  
Lyme spends too much on schools
Development possibilities are limited by character of the land and lack of infrastructure","Knowing lots of people in town
Social systems (CCL, Church, small gov't) that support people
Open space and trails
Natural areas with natural functions provide green infrastructure and wildlife habitat","Us vs. them attitude about development.  This report highlights that development is not going to do anything to help out tax situation and will change the character (small town, beautiful landscape).  The region needs housing so Lyme should continue to support small scale organic housing growth.",5,1,Too high,The school needs to RAMP DOWN its spending.  Supporting kids is important but keeping folks in town is also.,047 -,
2019/04/26 10:16:51 AM AST,126,No,Yes,Growth and development will not lighten Lyme's tax burden.  The school needs to restrain spending.,I love everything about Lyme except the condition of some of the roads,Nothing,4,2,About right,The school must be much more disciplined with it's spending.,064 - ,
2019/04/26 10:17:15 AM AST,127,Yes,Yes," -Lyme's tax burden CANNOT be meaningfully or reliably addressed through growth/development. 
- The school is both a positive and a negative. Positive because it draws a younger demographic to an otherwise aging town and because it provides an excellent education. Negative because it is by far the biggest, cost-controllable tax burden on the town. 
- Lyme's municipal budget is far less impactful than the school's
- Lyme is one of the most well-functioning small towns in the state, in part because of the high valuations. ","I love Lyme just as it is:
- A small population that allows for a generally friendly, close community where we can agree or disagree civilly and help each other out
- A town where multiple support structures are in place for residents with a variety of needs: Community Care of Lyme, Parish Nurses, Those Guys & Gals, Dimmick Fund, etc.
- Beauty, open space, good air, good school, good food & many other small-scale businesses.",I would love for Lyme to stay much as it is. Whatever growth takes place should happen naturally in a way that maintains the current qualities listed in previous question.,4,2,About right,"The most effective way to address the tax burden is through spending discipline. It is primarily the school that must exercise this discipline, because it is such a large part of the budget. Also if the voters want lower taxes, they have to vote against the spending increases.",063-,"
"
2019/04/26 10:19:51 AM AST,128,No,Yes,That new housing would NOT be a solution to our tax burden,Small town near Hanover; amazing quality of life,A balanced socio-economic mix is important and due to high taxes that mix is changing,4,5,Too high,It seems we are between a rock & a hard place,066-,"
Is our school too good?"
2019/04/26 10:20:48 AM AST,129,No,Yes,Development (either commercial or residential) will not lead to lower taxes.,Sense of community,Nothing.  I like it just the way it is - that's why I live here.,4,3,Too high,Decrease spending - especially school budget.  Designate a high school?  Use foundation grants contributions to fund some school programs?  Figure out a way for the town to get more revenue from land in current use....,065 - ,Public transportation to DHMC/shopping
2019/04/26 10:24:06 AM AST,130,No,No,,We like our town - the people are nice and it feels like a special place to live.,"We need to be open to allowing recreation in Lyme for all - including outsiders. Mountain biking, skiing, climbing, boating, hiking, etc. We may think we are open, but we are not. Many barriers in place.",2,2,Too high,"Allow recreation - look at East Burke, VT!",067-,"
- No police needed? Or cut to one?
- The selectboard should be more open to different points of view
- (tax rate) WAY TOO HIGH!
- Thank you for taking the time to ask!"
2019/04/26 10:24:46 AM AST,131,No,,(watched some of it).  Feeling like a lot of time and work went into this - needs to be simplified for the average Joe - People are going to glaze over this data-,Sense of community.,Perhaps explore MORE combining services with other towns.  It has been brought up and looked at but all towns are experiencing economic issues - why not collaborate more...,,3,,Wondering about land in current use - can we refigure that?,048 - ,"Great school but too much money going into ""EXTRAS"".
I think school spending needs to be looked into very carefully.  It seems to me that more bells and whistles don't make for better education per say - What exactly are we spending our $ on?  I am talking about extras - cool chairs for rooms as an example..."
2019/04/26 10:25:39 AM AST,132,No,No,could not access the video,"I love living in the area, but feel strongly that the town is poorly managed.","We need to be more recreation oriented, more trails, etc.  This may bring more visitors and make local businesses more profitable.",1,3,Too high,It seems as though it may be difficult to increase the tax base therefore we must decrease costs.  The school budget and the police budget need to be better restrained.  Do we need 2 or any police?,068 - ,"We need to stop with the ""keep outsiders out"" attitude.  I never thought we would need to consider moving due to property taxes, but my income may make this necessary."
2019/04/26 10:27:44 AM AST,133,No,No,,The caring warm population.  The parish nurses are WONDERFUL,More moderate taxes,5,5,Too high,Provide high speed internet to encourage commercial base,073 - ,
2019/04/26 10:30:15 AM AST,134,No,No,n/a,Lyme is a wonderful community - people taking care of and helping others. People who work for the town are great.," -Taxes are a big issue
- From time to time there is a shocking degree of incivility on the listserv
- I feel there are too many expensive extras at school",5,5,Too high,Pay teachers well - but please stop adding other items,069-,"
- I feel it is time to break down barriers to more dense housing that would be more affordable. Perhaps add an extra tax to properties over $1million. Perhaps extra charge for second homes.
- Find ways to be more friendly and inviting to business"
2019/04/26 10:33:40 AM AST,135,No,No,,"natural beauty
many opportunities for quiet walks and hikes
people wave as they go by in their cars",greater appetite for social justice,4,3,Too high,"I believe the town has dragged its feet, closed its ears to ideas about affordable housing.  The ""topography, geography, conserved areas"" argument for why housing cannot be developed for seniors is the most persuasive one for me.  If the watershed can't bear additional sewers, water lines, I hear that.  But isn't it a shame (both in a sense of loss and shameful) that seniors have little choice but to leave the town?   Hasn't Lyme become a gated community without the gate?",070 - ,Read hand-out
2019/04/26 10:36:28 AM AST,136,No,Yes,"thorough, balanced, and clearly presented results"," -Community spirit
- Active town business, informally helping one another
- The Church, Tony's store, etc.","A small number of households own a large portion of open, undeveloped land. A large fraction of that is in current use & minimally or untaxed.",2,2,Too high,"1. Open to some commercial development like Mill Gardens!
2. Current use not actively farmed or logged should be taxed at a greater rate than it is now.",075-,"
- Town is paying too high a price to keep land open and out of development. 
- Real estate is too restrictive, favoring those already here and with high incomes. 
- Need for affordable housing - lack of it is a serious issue."
2019/04/26 10:38:14 AM AST,137,Yes,,Modest development could help mitigate tax increase,Small friendly community,more small commercial enterprises and services,3,2,Too high,Control school costs,071 -, I would like to see more planning for the future.  Being more proactive will help mitigate future tax increase and help us prepare for large future expenditures!
2019/04/26 10:38:34 AM AST,138,Yes,Yes,"That development, commercial or otherwise will not substantially lower the tax burden","Rural character and open space. These characteristics attract substantial visitors to town which helps existing small businesses, particularly  retail stores and restaurants.  The CT River, Skiway, Appalachian Trail, x-country skiing, are all dependent on open space. ","I would like to see town officials ans voters think more critically about controling costs and dealing with trade-offs.  Every year at Town Meeting we lament high taxes yet vote yes on every expenditure.  We voted yes on trucks, excavators, cruisers, and fire engines without making tough decisions to delay some expenditures or ask whether we really need all this.",4,5,About right,"As I said above, we need to make tough trade-offs between the growth in expenditures.  If town residents want more and better services, we have to pay for it.  We have not been tough minded about controlling costs.",074 - ,"Municipal - Roads and maintenance have become too much of a fixation.  We could spend less on roads and related equipment.

School - Education is the most important investment we can make."
2019/04/26 10:41:51 AM AST,139,No,Yes,Good information. Thank  you!," -Scenery
- Caring community - church, Tony's, Patty Jenks, school, etc.",Access for more middle class & working families. Worry that high taxes & real estate prices rising every year will change it to elitist community.,1,1,Too high,"Change current use rules because much of the land minimally taxed is not formed or logged, but rather part of wealthy landowner estates - it should be taxed like everyone else's property.",076-,"
- Allow some commercial development - like Mill Gardens
- High speed internet for all
- Affordable housing"
2019/04/26 10:45:34 AM AST,140,No,No,,"Lovely location/ environment, community values.  The potential to preserve the above while allowing a greater level of access to middle class folks through budget-conscious management and lower taxes",Find ways to lower taxes.  Equipment purchases and school costs would be a great place to start.,2,1,Too high,Use the full service life of purchased equipment.  Lease/rent capital equipment when it pencils out.  Consider allowing development of vacant parcels (both commercial and residential) that will both contribute to community values and lower the tax burden on individual property owners.  Lease the unused portion of the town building.,077-,"  -Get some pencil sharpeners

Municipal - unsatisfied with the loss of recycling (Casella)

School - So few students, So much cost"
2019/04/26 10:46:27 AM AST,141,Yes,No,That increased development in Lyme (either residential or commercial) would have little effect on taxes.,"Its rural character and picturesque charm. I also like the fact that neighborhoods are mixed socioeconomically. On my street, there are very expensive houses and modest houses right next to each other. I would hate to see higher density ""affordable"" developments in town.",,5,5,About right,"Of course, everybody would like to pay less in taxes. As a town, we've voted for a certain level of services and that costs money. I think we get a lot for what we pay in taxes.",078-,"
"
2019/04/26 10:50:05 AM AST,142,No,No,,"I think there is a lot of community spirit.  We have some great people working for the town: amazing librarian, road crew, Patty Jenks, etc.  Love the activities, Lyme Town Band, historical society.  My awesome neighbors.  The beauty of the land.  The budding entrepreneurship - the tavern, new development on Rte 10, etc.",I am so worried about taxes.  My taxes have increased 50% in 15 years.  This isn't sustainable.  I have lived here all my life but we will have to sell if this keeps going.  I won't be able to retire and pay for taxes too.,,,Too high,We have to stop increasing expenses.  Some of the expenses need to be met through philanthropy rather than property taxes.  There are so many very wealthy people here and the rest of us are being squeezed out.,072 - ,"We have awesome services - but our taxes are too high.
It seems like a great school but it's just too expensive.

The issue of zoning.  Our zoning regulations are out of date and don't allow for clustered housing.  I have not been able to subdivide my property b/c of the 5 acre lot problem.  This HAS to change."
2019/04/26 10:54:25 AM AST,143,No,Yes,Good community and great schools,"Good schools, good community, quality of life.","Keep the quality of life, slow the tax increases to keep locals in town along with new blood.  I moved here as a new blood and enjoy the locals that have grown up here.",4,4,Too high,"Far too high.  My taxes more than doubled in 6 years.  Allow more commercial growth, allow moderate residential.. Control High School options or be fair and use the closest district model and give families a set tuition allowance to go anywhere they want.  Will save a lot of money not sending kids to VT schools - far too expensive.",079 - ,"Worried about the gentrification of Lyme.  What I enjoy most is the social dichotomy that exists here.  Hate to see locals pushed out due to high taxes.  Need to find a balance for all that can work.  Reasonable taxes, good quality of life

School - Not happy about High School options"
2019/04/26 10:57:07 AM AST,144,No,No,,Friendly place.  Great school.,More affordable housing.  Some commercial development - not a lot.  The addition of clustered homes is quite interesting.,3,5,Too high,More intelligent neighborhood planning instead of mansions,082 - ,Keep the rink
2019/04/26 10:59:49 AM AST,145,No,Yes,,Remains a special town to raise kids,School budget needs to be improved.  Google search NH districts focus on Lyme!  The stuff states funds are disappearing statewide and nationally.  NH schools left $10m on the table over the last decade.  Math doesn't add up.,3,1,Too high,"The school is an easy fix!
1) Create a voucher ""flat rate"" for all HS students.
2) Pull all HS kids back into NH for a savings.  These options have been presented to the Select and Budget committees.",080 - ,HS choice should be fair for all kids in Lyme.
2019/04/26 11:06:47 AM AST,146,No,,,"Quiet, serene, rural character","Define ""change"".   In what context?  There are many opportunities for inmprovement.",1,1,Too high,"Reduce spending.  Eliminate Police Dept., Eliminate school busing, Partner with other local towns to share common resources (fire, police, rods, etc.)",083 - ,"Town needs leaders who are fiscally responsible.  The revenue base of the town has increased dramatically over the past 20 years, but the town always seems to find a way to spend it at a faster rate then what is reasonable and prudent.  How about we all be reflective and appreciate what we have and curb our never ending desire to want more."
2019/04/26 11:07:32 AM AST,147,No,No,,Strong community sense.,Lower tax rates commensurate with Lyme and its amenities.  Hanover and Woodstock have lower rates but are more appealing communities.  Wake up Selectmen!,2,1,Too high,"Stop spending taxpayer money on expensive buildings, equipment, full- time employees.
Out-source Road repairs/work: would save money
Tie school budget to good test scores.",081 - ,High tax rate makes it difficult for Lyme residents to sell homes.  High-end buyers avoid Lyme.
2019/04/26 11:20:28 AM AST,148,No,No,," -People
- Low development
- Scenic roads
- Community
- Good school
","Real estate taxes are absolutely unsustainable!
",1,4,Too high,"Once children are out of school system, many, many people will be moving, causing high turnover and lessening sense of community. This is directly related to exorbitant real estate taxes. This situation is absolutely unsustainable. They are at least 50% too high.",084-,"
"
