Timestamp,Response,1. Rate of increase,2. Duplexes,2. 3-6 units,2. 7 to 15 units,3. Attainable,3. Affordable,4. Att-Aff Explanation,5. Lyme Common,5. Lyme Center,5. Commercial,5. Rural,5. East Lyme,5. Holts Ledge,5. Mtn & Forest,5. Wherever SF units,5. Nowhere,5. Other,6. Other explanation,7. Housing in Commercial,8. Multi-unit districs,9. Infill,10. Lyme School,11. Lyme School Explanation,12. Housing initiatives,13. Years in Lyme,14. Plan to move,15. Explanation of moving ,16. Age range,17. Smaller house,18. Smaller house explanation,19. Currently own,20. Other thoughts
2025/11/11 8:26:40 AM EST,61,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"The ordinance only makes it practical to build large single-family homes. It should allow smaller, denser options.",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,,,8-MOST Appropriate,"Along state highways such as Route 10, East Thetford Road, and Dorchester Road.",Minimal or no housing;Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;Same as Question 6.,Yes,No,"1) Demographics show that school age population is decreasing nationwide. Young families are having fewer kids. In Lyme, the large spike in student population was 10 years ago: it has been declining by about one student per year ever since. By 2040, this trend could offset the growth in new housing.     Smaller housing units add less to school enrollment than single-family homes. Yet those smaller homes increase the tax base, and improve town finances. See the NHHFA study.",Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Encouraging mixed-use development with retail on the ground level and residential space on upper floors,10 to 20 years,No,"Despite the high taxes, we have our close circle of friends in Lyme",Over 65 years,Yes,It would be so nice if Lyme offered modest homes where residents could downsize,Own your own home,"Some of these questions are backward-looking. Some seem to imply that any development would be bad for Lyme. Finally, I wish the survey had asked questions about what the residents think about relaxing some of the strict constraints if helped improve housing options."
2025/11/11 8:48:02 AM EST,62,2-fold increase (4 new units/year),Yes,Yes,No,Yes,Yes,smart construction within walking distance of downtown and the commuter lots,6,5,7,4,3,2,1-LEAST Appropriate,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,Yes,Helping with housing is great; trying to solve the entire upper valley housing problem is not,Helping people stay in their current housing;Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide,More than 20 years,No,,46 to 65 years,No,,Own your own home,"Smart, slow growth within reason is a great way to move Lyme into the future for young couples, families and retirees"
2025/11/11 9:19:58 AM EST,63,4-fold increase (8 new units/year),Yes,Yes,No,Yes,Yes,"Yes, there needs to be more of it. Supply and demand. ",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,4,4,1-LEAST Appropriate,1-LEAST Appropriate,4,1-LEAST Appropriate,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;Wherever single-family dwellings are allowed,Yes,No,,"Helping people stay in their current housing;Creating housing with a mix of price ranges;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Attracting younger residents and families with children;Attainable and affordable housin",Less than 5 years,Maybe,"I moved here to complete my residency at DH. I absolutely love living in Lyme. Unfortunately, even with my new physicians salary, the housing costs in Lyme are too expensive and I will probably need to move out of town to buy a house. ",18 to 45 years,Maybe in the future,,Rent,I think affordable housing for workers in this area is of the utmost importance. I want the skiway to have workers. I want the Latham tavern to reopen. I want Lyme to be more than a haven for wealthy people associated with Dartmouth / DH. 
2025/11/11 9:44:05 AM EST,64,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"Lyme is a place with tremendous wealth and as such, we should be in a position to reduce tax burden and other burdens on those that cannot afford",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Wherever single-family dwellings are allowed,Yes,No,"Addressing any concerns with overcapacity in the school should be part of a long term plan.  Additional students, distributed across grades should be something that could be planned for.","Helping people stay in their current housing;Creating housing with a mix of price ranges;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging more housing options/choices/types town-wide;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);Attracting younger residents and families with children;Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",5 to 10 years,No,,18 to 45 years,No,,Own your own home,"This is an important moment for Lyme, the nearby towns and the states of N.H. and VT.  The populations are older and need to be supported while also bringing in / developing fresh new ideas and community leaders.  I believe we can both take care of those who are burdened by high property taxes and cost of living, while also encouraging younger people to live here."
2025/11/11 12:03:52 PM EST,65,2-fold increase (4 new units/year),Yes,Yes,No,Yes,Yes,,7,6,8-MOST Appropriate,3,4,5,2,,1-LEAST Appropriate,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,Yes,,Helping people stay in their current housing;Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide,5 to 10 years,No,,46 to 65 years,No,,Own your own home,
2025/11/11 12:26:50 PM EST,66,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,,7,6,8-MOST Appropriate,5,4,4,1-LEAST Appropriate,5,,,,3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District,Yes,No,,"Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging mixed-use development with retail on the ground level and residential space on upper floors;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",Less than 5 years,No,,46 to 65 years,Maybe in the future,"Upon retirement in ~15 years, I will probably downsize. ",Own your own home,
2025/11/11 12:51:13 PM EST,67,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"Increasing housing density not just in the ""centers"" and ""commercial districts,"" but in other parts of town as well.",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,,,,8-MOST Appropriate,Along all state highways in town.,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;Along all state highways in town.,Yes,No,Smaller housing units tend to bring in fewer school-age kids; Lyme's school population has been steady for a decade.,Helping people stay in their current housing;Encouraging more housing options/choices/types town-wide;Encouraging mixed-use development with retail on the ground level and residential space on upper floors,More than 20 years,No,I'm a senior citizen who has lived here for decades. I'd hate to have to leave because of our limited housing options for seniors.,Over 65 years,Maybe in the future,I'd prefer a small apartment.,Own your own home,I am dismayed that the Planning Board has taken so long to get to this vital concern for our town.  Relying on a survey from 20 years ago is not in the best interests of any town.
2025/11/11 2:58:11 PM EST,68,No increase (2 new units/year),Yes,No,No,No,No,,6,5,7,5,5,6,2,5,,,,Single family home;Duplex (two family),None of the above,Yes,Yes,Taxes are high because of the school.  Anything that leads to the need for a bigger facility would greatly exacerbate the problem.  Multi dwelling units (with no age restriction) will most likely lead to rental properties and more kids in schools.  ,"Helping people stay in their current housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",10 to 20 years,No,,46 to 65 years,Maybe in the future,,Own your own home,"Given the amt of land in conservation, I don't think 9 new households/yr is realistic.  Taxes are high due to the school.  Rental units exacerbate the problem as families bite the bullet while the kids are young then move, opening the unit for the next family with young kids.  If an increase in multi dwelling rental units leads to more kids and need for a bigger school, the tax issue will get worse.  Taxes on rental units don't cover the cost of educating kids-particularly if they're continually turning over.   Is there a way to regulate the number of rentals vs. owned units??"
2025/11/11 5:02:27 PM EST,69,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,Allow buildings with 7-15 units,8-MOST Appropriate,7,2,8-MOST Appropriate,5,1-LEAST Appropriate,4,6,,8-MOST Appropriate,"Wherever we could establish another walkable ""village"" in Lyme, with clustered housing and services",Minimal or no housing,"Lyme Common District;Lyme Center District;In a new walkable village, away from 60-mph highways",Yes,Yes,,"Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging Accessory Dwelling Units (ADUs);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",More than 20 years,No,We have carefully renovated an old tired house into one we can stay in for the long haul,Over 65 years,No,Ours fits us well as is,Own your own home,
2025/11/12 11:47:46 AM EST,70,2-fold increase (4 new units/year),Yes,No,No,No,No,,8-MOST Appropriate,5,6,1-LEAST Appropriate,4,3,2,7,,,,Duplex (two family),,No,Yes,"The higher density proposals that recur here are a clear attempt to access Lyme schools without paying commensurate taxes.  If sustainability were the goal, the development would have already occurred in Grafton with no zoning restrictions.",None of the above,10 to 20 years,Yes,Your taxes are ridiculous so I'm downsizing to another town,46 to 65 years,Yes,It's a square footage battle with the assessor.  The only way to win is minimize square footage and eliminate taxed amenities like paving and solar panels.,Own your own home,
2025/11/12 6:20:56 PM EST,71,No increase (2 new units/year),No,,,Yes,No,,2,3,1-LEAST Appropriate,5,5,5,5,8-MOST Appropriate,5,,,Single family home,None of the above,No,Yes,I strongly feel this projection is NOT appropriate.  Likely lower cost housing will bring in younger people who can’t afford a single family home.  The school already doesn’t have enough resources and this would stretch it even further.  ,Helping people stay in their current housing;Preservation of existing affordable housing;Helping people stay in the community as they age,10 to 20 years,No,,18 to 45 years,No,,Own your own home,Lyme does not need to grow fast.  We do not have the resources for fast growth.  I believe slow and steady growth while helping our neighbors stay in their homes should be the priority.
2025/11/12 7:26:56 PM EST,72,4-fold increase (8 new units/year),Yes,Yes,Yes,Yes,Yes,"Some group like the Lyme Foundation or a bunch of citizens needs to put up some funding and make a plan. If the town did it, zoning rules are very flexible. ",8-MOST Appropriate,7,6,5,4,1-LEAST Appropriate,3,8-MOST Appropriate,,,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;Along route 10 (north and south of town) and East Thetford Rd.,Yes,No,"There are many potential solutions if, by some weird chance, the student population actually increased.","Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Helping people stay in the community as they age",More than 20 years,No,Hope to age in place.,Over 65 years,No,,Own your own home,"Lyme needs to welcome people to live here. Teachers, nurses, police, fire, all are priced out. The old guard is trying to preserve an old aesthetic, but are killing the community spirit and vitality."
2025/11/13 8:06:15 AM EST,73,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,,4,4,8-MOST Appropriate,8-MOST Appropriate,4,4,4,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Rural District,Yes,No,,"Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Attracting younger residents and families with children",Less than 5 years,No,,18 to 45 years,No,,Own your own home,
2025/11/13 9:54:21 AM EST,74,3-fold increase (6 new units/year),Yes,Yes,No,Yes,Yes,The above answer of allowing multi-family dwellings.,5,5,6,7,7,7,3,5,2,,,Single family home;Duplex (two family),Wherever single-family dwellings are allowed,Yes,Yes,But it should be balanced with having  housing for families with children because we want the age diversity in our community.,Creating housing with a mix of price ranges;Attracting younger residents and families with children;Helping people stay in the community as they age,More than 20 years,No,We are in our 70's and know that we will eventually downsize.,Over 65 years,Maybe in the future,We will stay in our home for as long as possible and then hopefully pass it on to our family.,Own your own home,"I think that Lyme has lost many of its older residents because they can't afford the taxes and couldn't find a way to downsize in town. In addition, property in Lyme has increased a great deal so that moderate income families can't afford the cost. In fact, families that have lived in Lyme for generations are being left not being able to live in Lyme because of the steep prices. We need fewer exclusive properties and more moderate income properties. We would see an influx of young workers who aren't professors and doctors but the nurses and technicians who will move here to staff the hospital and other orgs in the area."
2025/11/13 4:38:54 PM EST,75,2-fold increase (4 new units/year),Yes,Yes,No,Yes,No,,8-MOST Appropriate,7,7,3,2,2,2,,,,,Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District;Commercial,No,Yes,,Helping people stay in their current housing;Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),More than 20 years,No,,46 to 65 years,No,,Own your own home,"We should absolutely promote slow, responsible growth.  We should be careful not to promote an abundance or rental units that do not carry the tax burden that they potentially create.  For example, a rental unit that has pays property taxes annually in the $5K range and has 1 to 2 children in the school system, is going to be a continuous negative contributor to our overall bottom line.  A new house that is paying $50K and with a family that has students, will more likely have members that may want to age in place or at least remain in Lyme beyond when the children age out of the school system.  A few additional larger contributing houses are better for our long term heath than a bunch of small dwelling units.  

This would mean we would have to potentially relax our zoning a bit to allow 2-4 new houses a year."
2025/11/14 1:14:45 PM EST,76,3-fold increase (6 new units/year),,Yes,,Yes,Yes,,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,,8-MOST Appropriate,,,,3- 6 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District;Wherever single-family dwellings are allowed,Yes,Yes,,Encouraging more housing options/choices/types town-wide;Encouraging Accessory Dwelling Units (ADUs);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),Less than 5 years,No,,Over 65 years,No,,Own your own home,
2025/11/14 7:22:50 PM EST,77,5-fold increase (10 new units/year),Yes,Yes,No,Yes,Yes,Allow multi-unit buildings,7,3,7,8-MOST Appropriate,5,3,2,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Rural District;East Lyme District;Wherever single-family dwellings are allowed,Yes,Yes,,"Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",10 to 20 years,No,,Over 65 years,No,,Own your own home,
2025/11/15 8:00:18 PM EST,78,2-fold increase (4 new units/year),Yes,Yes,No,Yes,Yes,,8-MOST Appropriate,7,4,6,5,2,1-LEAST Appropriate,3,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,Yes,"Eventually the kids in the area will grow up, and any housing will be filled with older adults with no school-aged children. There needs to be some housing growth, or else there will be no young families with K-8 aged children able to move to the area. ","Creating housing with a mix of price ranges;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials)",Less than 5 years,Maybe,"If we can’t find land to build a small house on or if we can’t find a small property to purchase, we will have to move.",18 to 45 years,Yes,We want to buy or build a small home <1800 sqft. But we want enough land to have a large garden. It’s hard when all plots of land with good acreage already have huge homes which are too pricey and not what most small families need. ,Rent,
2025/11/15 8:11:51 PM EST,79,4-fold increase (8 new units/year),Yes,Yes,,Yes,Yes,,3,5,8-MOST Appropriate,6,4,2,1-LEAST Appropriate,7,,,,3- 6 dwelling units in a building;7-15 dwelling units in a building,Rural District,Yes,No,,"Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials)",Less than 5 years,No,,18 to 45 years,Yes,I currently rent and with what housing looks like in Lyme at the moment I don't know if I will ever be able to buy a house here,Rent,
2025/11/15 10:56:50 PM EST,80,3-fold increase (6 new units/year),Yes,Yes,,Yes,Yes,"Allow multi unit housing to be built new, from scratch if property meets septic requirements.",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,8-MOST Appropriate,,,Anywhere septic meets requirements for unit size.,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Wherever single-family dwellings are allowed,Yes,,People are having fewer children. Statistics may not prove true.,"Helping people stay in their current housing;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging more housing options/choices/types town-wide",More than 20 years,,,Over 65 years,No,,Own your own home,
2025/11/16 6:56:07 AM EST,81,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,,7,7,8-MOST Appropriate,8-MOST Appropriate,7,8-MOST Appropriate,7,8-MOST Appropriate,,,,3- 6 dwelling units in a building,Rural District;Wherever single-family dwellings are allowed,Yes,No,,"Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging more housing options/choices/types town-wide;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials)",More than 20 years,,,Over 65 years,No,,Own your own home,
2025/11/16 6:56:28 AM EST,82,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,Allow new buildings with multiple units.  Make permit process more streamlined & easier,8-MOST Appropriate,6,8-MOST Appropriate,6,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,No,Hopeful more of the added housing is for seniors who wish to stay in town in multi dwelling building,Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Helping people stay in the community as they age,More than 20 years,No,Hoping affordable senior housing may be available,Over 65 years,No,We just did that ,Own your own home,Make the building process easier.  Allow multi dwelling units that are affordable
2025/11/16 8:05:27 AM EST,83,4-fold increase (8 new units/year),Yes,Yes,Yes,Yes,Yes,,8-MOST Appropriate,5,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,5,8-MOST Appropriate,,,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Center District;Rural District;Wherever single-family dwellings are allowed,Yes,No,,"Helping people stay in their current housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Helping people stay in the community as they age",More than 20 years,No,,Over 65 years,No,,Own your own home,
2025/11/16 8:15:19 AM EST,84,No increase (2 new units/year),Yes,No,No,Yes,Yes,"infill the Lyme Common district, remove lot line restrictions, and let septic/well restrictions guide development. allow multiple senior duplexes per lot as incentives without increasing school populations",8-MOST Appropriate,8-MOST Appropriate,5,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,,,,Duplex (two family),Lyme Common District;Lyme Center District,Yes,Yes,the school is the continued problem with tax increases and should not grow,"Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",More than 20 years,No,,Over 65 years,Yes,,Own your own home,
2025/11/16 8:34:19 AM EST,85,5-fold increase (10 new units/year),Yes,Yes,No,Yes,Yes,,6,5,7,2,4,3,1-LEAST Appropriate,8-MOST Appropriate,,,,3- 6 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,Yes,,Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Encouraging Accessory Dwelling Units (ADUs),Less than 5 years,No,,46 to 65 years,Maybe in the future,,Rent,
2025/11/16 12:03:42 PM EST,86,2-fold increase (4 new units/year),Yes,,,Yes,No,,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,,,Minimal or no housing;Single family home,Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District,No,Yes,,Helping people stay in their current housing;Helping people stay in the community as they age,5 to 10 years,Yes,,Over 65 years,No,,Rent,
2025/11/16 4:07:32 PM EST,87,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,Build more housing. Increasing the supply will reduce price pressure and make owning / renting more attainable to broader group of people than the current residents. Housing is not some special commodity that defies the basic principles of supply and demand. You don't need to build income-capped housing. Just let people build on their land without exclusionary zoning.,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District;Wherever single-family dwellings are allowed,Yes,No,"This is a classic NIMBY tactic. ""Of course we want housing, but X community resource can't accommodate more people!"". We can solve two problems at the same time. With more housing (and more people) we will have a broader tax base from which to draw revenue to fund expansions to our school system and other community services.",Encouraging more housing options/choices/types town-wide;Attracting younger residents and families with children;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),,,,18 to 45 years,No,,Own your own home,"If we don't let people build housing (of all types!) then Lyme will look increasingly like a retirement community. I think Lyme can be for retirees AND young families AND grad students AND farm workers AND many other types of residents if we make it an attractive place to build new housing. We don't even need to cut down forests to do it - although I don't necessarily have a problem with that.

We need to get out of our own way and let people develop their land so the next Stellas or Lyme Inn or neighbor can open up shop. Building housing will benefit everyone. Lyme isn't going to turn into Boston or NYC just because we relax our zoning. It's not even going to look like Leb or Burlington. It will just become even more attractive because we'll have more of what everyone needs - a place to live!"
2025/11/16 4:17:55 PM EST,88,4-fold increase (8 new units/year),Yes,Yes,Yes,Yes,Yes,,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,6,6,6,6,,,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District,Yes,No,,Encouraging more housing options/choices/types town-wide;Attracting younger residents and families with children;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),More than 20 years,No,,18 to 45 years,No,,Live with friends/relatives,
2025/11/16 4:52:31 PM EST,89,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"I believe that we should focus on making more affordable and attainable housing for young couples or individuals who love the area but are unable to afford to live there mostly do to a pure lack of houses to rent. By creating smaller cabin style, sustainable and billiard like housing in the hard to reach farther from town areas we will both bring younger people to help work Lyme businesses and maintain and develop our forests and roads which would be harder for older pops to sustain. Bringing in more opportunity’s for young people to live in Lyme will benefit the whole community and help Lyme maintain their elderly population and their natural spaces. ",7,6,7,7,6,6,6,,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District,Yes,No,I believe there are opportunities for kids to attend other schools in the area and that the Lyme school is just one of many options to school children including homeschooling. I believe we should be offering more housing options to younger people who have not yet had kids since this will help keep the population balanced in the schools and in Lyme.,"Helping people stay in their current housing;Creating housing with a mix of price ranges;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging more housing options/choices/types town-wide;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging Accessory Dwelling Units (ADUs);Attracting younger residents and families with children;Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",10 to 20 years,No,I live with my parents in Lyme and go between renting (which is quite expensive and often times illegal dewellings) and back to living with them.,18 to 45 years,Yes,I want to start my renting a small place in Lyme that lets me live near my parents and friends and the nature I enjoy and lets me save to buy or build a single family home or a place to have children in.,Live with friends/relatives,
2025/11/16 5:55:24 PM EST,90,2-fold increase (4 new units/year),Yes,Yes,No,No,No,,1-LEAST Appropriate,3,5,5,3,3,3,2,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Holts Ledge District;Commercial district,Yes,Yes,More students would increase cost effectiveness of Lyme School,"Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);Attracting younger residents and families with children;Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",Less than 5 years,No,,Over 65 years,No,,Own your own home,
2025/11/17 7:43:17 AM EST,91,4-fold increase (8 new units/year),Yes,Yes,Yes,Yes,Yes,Change zoning laws to allow new construction of multi-unit buildings on lot size below 10 acres.,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,5,7,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Center District;East Lyme District;Holts Ledge District;Mountain and Forest District;Wherever single-family dwellings are allowed,Yes,No,Lyme's fiscal challenges (including our large school budget) won't be solved by cutting costs in a meaningful way.  Expanding the top-line/revenue is the primary challenge.  Capping our topline/revenue is caused by restricted building/zoning restrictions.,Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);Attracting younger residents and families with children;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),10 to 20 years,No,,46 to 65 years,No,,Own your own home,"A significant percentage of the ""white space"" in the map are owned by a relatively few land owners.  Compounding this reality is the zoning laws that require a minimum acreage to build new homes and/or restrictions around multi-unit dwelllings.  This is ultimately an anti-growth approach, and will prevent Lyme from building meaningful amount of affordable housing/multi-unit housing unless changed.  We are capping our revenue potential and it's clear that our tax bills are reflecting that basic economic reality."
2025/11/17 1:06:44 PM EST,92,No increase (2 new units/year),No,No,No,No,No,,1-LEAST Appropriate,5,5,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,5,5,,,Single family home,None of the above,No,Yes,,"Helping people stay in their current housing;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Helping people stay in the community as they age",More than 20 years,No,,Over 65 years,No,,Own your own home,"I do not feel the impact/cost on Town services is being taken into consideration.(i.e. Fire, Police, School.)"
2025/11/17 5:19:54 PM EST,93,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;East Lyme District;Holts Ledge District;Mountain and Forest District;Wherever single-family dwellings are allowed,Yes,No,Population and birth rates are decreasing nationally and locally.,Helping people stay in their current housing;Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide,More than 20 years,No,I’m aging in place!,Over 65 years,No,,Own your own home,
